"No.","Time","Source","Destination","Protocol","Length","Info"
"8257","2003963021.466016","10.11.1.3","ketchapp.org","TCP","64","54049  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1045848738 TSecr=0 SACK_PERM=1"
"8258","2003963021.466050","ketchapp.org","10.11.1.3","TCP","60","80  >  54049 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3217443000 TSecr=1045848738 WS=128"
"8259","2003963021.484100","10.11.1.3","ketchapp.org","TCP","52","54048  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1045848760 TSecr=3217442999"
"8260","2003963021.490149","10.11.1.3","ketchapp.org","TCP","52","54049  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1045848763 TSecr=3217443000"
"8261","2003963021.496363","10.11.1.3","ketchapp.org","HTTP","395","GET /crosspromo/interstitiel/interstitiel.xml?app=com.ketchapp.game23&orientation=portrait&lang=en-IN&adid=C1F5F1DF-078D-4EEF-8DA2-5F0742F4449F HTTP/1.1 "
"8262","2003963021.496402","ketchapp.org","10.11.1.3","TCP","52","80  >  54048 [ACK] Seq=1 Ack=344 Win=30080 Len=0 TSval=3217443007 TSecr=1045848768"
"8263","2003963021.500972","10.11.1.3","ketchapp.org","HTTP","341","GET /stats/install.php?adid=C1F5F1DF-078D-4EEF-8DA2-5F0742F4449F&name=com.ketchapp.game23 HTTP/1.1 "
"8264","2003963021.501006","ketchapp.org","10.11.1.3","TCP","52","80  >  54049 [ACK] Seq=1 Ack=290 Win=30080 Len=0 TSval=3217443008 TSecr=1045848769"
"8265","2003963021.507280","10.11.1.3","dns.google","DNS","60","Standard query 0x8c24 A ads.heyzap.com"
"8266","2003963021.518245","dns.google","10.11.1.3","DNS","188","Standard query response 0x8c24 A ads.heyzap.com A 54.243.160.86 A 23.23.119.255 A 54.225.157.96 A 50.19.108.56 A 54.225.214.248 A 54.225.65.226 A 54.243.163.78 A 23.21.245.5"
"8267","2003963021.555181","10.11.1.3","ads.heyzap.com","TCP","64","54050  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1045848825 TSecr=0 SACK_PERM=1"
"8268","2003963021.555225","ads.heyzap.com","10.11.1.3","TCP","60","443  >  54050 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3217443022 TSecr=1045848825 WS=128"
"8269","2003963021.578594","10.11.1.3","ads.heyzap.com","TCP","52","54050  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1045848848 TSecr=3217443022"
"8270","2003963021.594702","10.11.1.3","ads.heyzap.com","TLSv1.2","255","Client Hello"
"8271","2003963021.594741","ads.heyzap.com","10.11.1.3","TCP","52","443  >  54050 [ACK] Seq=1 Ack=204 Win=30080 Len=0 TSval=3217443032 TSecr=1045848863"
"8272","2003963021.617987","ads.heyzap.com","10.11.1.3","TLSv1.2","1280","Server Hello"
"8273","2003963021.618028","ads.heyzap.com","10.11.1.3","TLSv1.2","984","Certificate, Server Key Exchange, Server Hello Done"
"8274","2003963021.640859","10.11.1.3","ads.heyzap.com","TCP","52","54050  >  443 [ACK] Seq=204 Ack=2161 Win=129216 Len=0 TSval=1045848909 TSecr=3217443038"
"8275","2003963021.680145","ketchapp.org","10.11.1.3","TCP","244","80  >  54048 [PSH, ACK] Seq=1 Ack=344 Win=30080 Len=192 TSval=3217443053 TSecr=1045848768 [TCP segment of a reassembled PDU]"
"8276","1606339243.469813","10.11.1.3","dns.google","DNS","68","Standard query 0x77bf A gspe1-ssl.ls.apple.com"
"8277","1606339243.546810","dns.google","10.11.1.3","DNS","165","Standard query response 0x77bf A gspe1-ssl.ls.apple.com CNAME gspe1-ssl.ls.apple.com.edgekey.net CNAME e6987.a.akamaiedge.net A 23.46.62.223"
"8278","1606339243.668276","10.11.1.3","e6987.a.akamaiedge.net","TCP","64","50632  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=594433978 TSecr=0 SACK_PERM=1"
"8279","1606339243.668335","e6987.a.akamaiedge.net","10.11.1.3","TCP","60","443  >  50632 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3442270678 TSecr=594433978 WS=128"
"8280","1606339243.839939","10.11.1.3","e6987.a.akamaiedge.net","TCP","52","50632  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=594434153 TSecr=3442270678"
"8281","1606339243.845811","10.11.1.3","e6987.a.akamaiedge.net","TLSv1.2","569","Client Hello"
"8282","1606339243.845864","e6987.a.akamaiedge.net","10.11.1.3","TCP","52","443  >  50632 [ACK] Seq=1 Ack=518 Win=30080 Len=0 TSval=3442270722 TSecr=594434156"
"8283","1606339243.871640","e6987.a.akamaiedge.net","10.11.1.3","TLSv1.2","1280","Server Hello"
"8284","1606339243.871717","e6987.a.akamaiedge.net","10.11.1.3","TLSv1.2","1113","Certificate, Server Key Exchange, Server Hello Done"
"8285","1606339244.017457","10.11.1.3","e6987.a.akamaiedge.net","TCP","52","50632  >  443 [ACK] Seq=518 Ack=2290 Win=129088 Len=0 TSval=594434331 TSecr=3442270729"
"8286","1606339244.165579","10.11.1.3","e6987.a.akamaiedge.net","TLSv1.2","127","Client Key Exchange"
"8287","1606339244.171508","10.11.1.3","e6987.a.akamaiedge.net","TLSv1.2","58","Change Cipher Spec"
"8288","1606339244.171514","10.11.1.3","e6987.a.akamaiedge.net","TLSv1.2","97","Encrypted Handshake Message"
"8289","1606339244.171601","e6987.a.akamaiedge.net","10.11.1.3","TCP","52","443  >  50632 [ACK] Seq=2290 Ack=644 Win=30080 Len=0 TSval=3442270804 TSecr=594434363"
"8290","1606339244.171706","e6987.a.akamaiedge.net","10.11.1.3","TLSv1.2","294","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"8291","1606339244.366863","10.11.1.3","e6987.a.akamaiedge.net","TCP","52","50632  >  443 [ACK] Seq=644 Ack=2532 Win=130816 Len=0 TSval=594434687 TSecr=3442270804"
"8292","1606339244.372823","10.11.1.3","e6987.a.akamaiedge.net","TLSv1.2","281","Application Data"
"8293","1606339244.383284","e6987.a.akamaiedge.net","10.11.1.3","TLSv1.2","205","Application Data"
"8294","1606343538.512034","10.11.1.3","e6987.a.akamaiedge.net","TCP","52","50632  >  443 [ACK] Seq=873 Ack=2685 Win=130912 Len=0 TSval=594434864 TSecr=3442270856"
"8295","1606343538.512085","e6987.a.akamaiedge.net","10.11.1.3","TLSv1.2","83","Application Data"
"8296","1606343538.692177","10.11.1.3","e6987.a.akamaiedge.net","TCP","52","50632  >  443 [ACK] Seq=873 Ack=2716 Win=131040 Len=0 TSval=594435043 TSecr=3442270897"
"8297","1606450913.215491","10.11.1.3","17.249.172.29","TLSv1.2","121","Application Data"
"8298","1606450913.227814","17.249.172.29","10.11.1.3","TLSv1.2","105","Application Data"
"8299","1606450913.284038","10.11.1.3","17.249.172.29","TCP","52","50631  >  5223 [ACK] Seq=70 Ack=54 Win=4094 Len=0 TSval=594460447 TSecr=2522571363"
"8300","1606476682.631983","10.11.1.3","e6987.a.akamaiedge.net","TCP","52","50632  >  443 [FIN, ACK] Seq=873 Ack=2716 Win=131072 Len=0 TSval=594465971 TSecr=3442270897"
"8301","-601596069.090515","10.11.1.3","dns.google","DNS","69","Standard query 0x7f22 A manifest.localytics.com"
"8302","-601596069.092547","dns.google","10.11.1.3","DNS","191","Standard query response 0x7f22 A manifest.localytics.com CNAME manifest.53.localytics.com A 34.232.92.95 A 34.198.27.163 A 54.175.18.20 A 52.55.40.68 A 52.71.206.48 A 52.44.156.157"
"8303","-601596069.334799","10.11.1.3","manifest.53.localytics.com","TCP","64","52641  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=64 TSval=517162461 TSecr=0 SACK_PERM=1"
"8304","-601596069.334847","manifest.53.localytics.com","10.11.1.3","TCP","60","443  >  52641 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3562824099 TSecr=517162461 WS=128"
"8305","-601596069.344645","10.11.1.3","dns.google","DNS","59","Standard query 0xd53a A z.moatads.com"
"8306","-601596069.344654","10.11.1.3","dns.google","DNS","70","Standard query 0xf6fb A mads.amazon-adsystem.com"
"8307","-601596069.347670","dns.google","10.11.1.3","DNS","112","Standard query response 0xf6fb A mads.amazon-adsystem.com CNAME mads.amazon.com A 52.94.236.25"
"8308","-601596069.362598","10.11.1.3","manifest.53.localytics.com","TCP","52","52641  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=517162492 TSecr=3562824099"
"8309","-601596069.365156","dns.google","10.11.1.3","DNS","155","Standard query response 0xd53a A z.moatads.com CNAME wildcard.moatads.com.edgekey.net CNAME e13136.g.akamaiedge.net A 23.32.70.213"
"8310","-601596069.408717","10.11.1.3","mads.amazon.com","TCP","64","52642  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=64 TSval=517162538 TSecr=0 SACK_PERM=1"
"8311","-601596069.408727","10.11.1.3","e13136.g.akamaiedge.net","TCP","64","52643  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=64 TSval=517162539 TSecr=0 SACK_PERM=1"
"8312","-601596069.408780","mads.amazon.com","10.11.1.3","TCP","60","443  >  52642 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3562824118 TSecr=517162538 WS=128"
"8313","-601596069.408798","e13136.g.akamaiedge.net","10.11.1.3","TCP","60","443  >  52643 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3562824118 TSecr=517162539 WS=128"
"8314","-601596069.413392","10.11.1.3","manifest.53.localytics.com","TLSv1.2","273","Client Hello"
"8315","-601596069.413431","manifest.53.localytics.com","10.11.1.3","TCP","52","443  >  52641 [ACK] Seq=1 Ack=222 Win=30080 Len=0 TSval=3562824119 TSecr=517162539"
"8316","-601596069.432912","10.11.1.3","e13136.g.akamaiedge.net","TCP","52","52643  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=517162560 TSecr=3562824118"
"8317","-601596069.432920","10.11.1.3","mads.amazon.com","TCP","52","52642  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=517162560 TSecr=3562824118"
"8318","-601596069.432922","10.11.1.3","e13136.g.akamaiedge.net","TLSv1","263","Client Hello"
"8319","-601596069.432981","e13136.g.akamaiedge.net","10.11.1.3","TCP","52","443  >  52643 [ACK] Seq=1 Ack=212 Win=30080 Len=0 TSval=3562824124 TSecr=517162561"
"8320","-601596069.437627","10.11.1.3","mads.amazon.com","TLSv1.2","274","Client Hello"
"8321","-601596069.437660","mads.amazon.com","10.11.1.3","TCP","52","443  >  52642 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3562824125 TSecr=517162561"
"8322","-601596069.455085","manifest.53.localytics.com","10.11.1.3","TLSv1.2","1280","Server Hello"
"8323","-601596069.455129","manifest.53.localytics.com","10.11.1.3","TLSv1.2","1035","Certificate, Server Key Exchange, Server Hello Done"
"8324","-601596069.461204","mads.amazon.com","10.11.1.3","TLSv1.2","1280","Server Hello"
"8325","-601596069.461243","mads.amazon.com","10.11.1.3","TLSv1.2","988","Certificate, Server Key Exchange, Server Hello Done"
"8326","1991052349.855190","10.11.1.3","dns.google","DNS","62","Standard query 0x0709 A iadsdk.apple.com"
"8327","1991052349.877109","dns.google","10.11.1.3","DNS","153","Standard query response 0x0709 A iadsdk.apple.com CNAME iadsdk.apple.com.edgekey.net CNAME e4805.a.akamaiedge.net A 23.32.69.132"
"8328","1991052349.911670","10.11.1.3","e4805.a.akamaiedge.net","TCP","64","53395  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1042861219 TSecr=0 SACK_PERM=1"
"8329","1991052349.911718","e4805.a.akamaiedge.net","10.11.1.3","TCP","60","443  >  53395 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3216688092 TSecr=1042861219 WS=128"
"8330","1991052349.939607","10.11.1.3","e4805.a.akamaiedge.net","TCP","52","53395  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1042861248 TSecr=3216688092"
"8331","1991052349.951698","10.11.1.3","e4805.a.akamaiedge.net","TLSv1.2","257","Client Hello"
"8332","1991052349.951734","e4805.a.akamaiedge.net","10.11.1.3","TCP","52","443  >  53395 [ACK] Seq=1 Ack=206 Win=30080 Len=0 TSval=3216688102 TSecr=1042861252"
"8333","1991052349.975535","e4805.a.akamaiedge.net","10.11.1.3","TLSv1.2","1280","Server Hello"
"8334","1991052349.975604","e4805.a.akamaiedge.net","10.11.1.3","TLSv1.2","1222","Certificate, Server Key Exchange, Server Hello Done"
"8335","1991052350.001896","10.11.1.3","e4805.a.akamaiedge.net","TCP","52","53395  >  443 [ACK] Seq=206 Ack=2399 Win=128992 Len=0 TSval=1042861308 TSecr=3216688107"
"8336","1991056644.007366","10.11.1.3","e4805.a.akamaiedge.net","TLSv1.2","127","Client Key Exchange"
"8337","1991056644.011606","10.11.1.3","e4805.a.akamaiedge.net","TLSv1.2","58","Change Cipher Spec"
"8338","1991056644.011611","10.11.1.3","e4805.a.akamaiedge.net","TLSv1.2","97","Encrypted Handshake Message"
"8339","1991056644.011700","e4805.a.akamaiedge.net","10.11.1.3","TCP","52","443  >  53395 [ACK] Seq=2399 Ack=332 Win=30080 Len=0 TSval=3216688125 TSecr=1042861347"
"8340","1991056644.011763","e4805.a.akamaiedge.net","10.11.1.3","TLSv1.2","103","Change Cipher Spec, Encrypted Handshake Message"
"8341","1991056644.035442","10.11.1.3","e4805.a.akamaiedge.net","TCP","52","53395  >  443 [ACK] Seq=332 Ack=2450 Win=131008 Len=0 TSval=1042861374 TSecr=3216688125"
"8342","1991056644.043746","10.11.1.3","e4805.a.akamaiedge.net","TLSv1.2","511","Application Data"
"8343","1991056644.043751","10.11.1.3","e4805.a.akamaiedge.net","TLSv1.2","259","Application Data"
"8344","1991056644.043792","e4805.a.akamaiedge.net","10.11.1.3","TCP","52","443  >  53395 [ACK] Seq=2450 Ack=998 Win=32256 Len=0 TSval=3216688133 TSecr=1042861378"
"8345","1991056644.090691","e4805.a.akamaiedge.net","10.11.1.3","TLSv1.2","291","Application Data"
"8346","1991056644.113894","10.11.1.3","e4805.a.akamaiedge.net","TCP","52","53395  >  443 [ACK] Seq=998 Ack=2689 Win=130816 Len=0 TSval=1042861450 TSecr=3216688144"
"8347","1991056644.113975","e4805.a.akamaiedge.net","10.11.1.3","TLSv1.2","89","Application Data"
"8348","1991056644.137931","10.11.1.3","e4805.a.akamaiedge.net","TCP","52","53395  >  443 [ACK] Seq=998 Ack=2726 Win=131008 Len=0 TSval=1042861472 TSecr=3216688150"
"8349","1991056644.370967","10.11.1.3","dns.google","DNS","65","Standard query 0x5bf8 A clients4.google.com"
"8350","1991056644.383243","dns.google","10.11.1.3","DNS","105","Standard query response 0x5bf8 A clients4.google.com CNAME clients.l.google.com A 172.217.3.46"
"8351","2062812662.751424","10.11.1.3","dns.google","DNS","66","Standard query 0xab02 A md-i-c.apptimize.com"
"8352","2062812662.778487","dns.google","10.11.1.3","DNS","237","Standard query response 0xab02 A md-i-c.apptimize.com CNAME d2xn29sgz41atg.cloudfront.net A 52.84.125.83 A 52.84.125.244 A 52.84.125.40 A 52.84.125.225 A 52.84.125.31 A 52.84.125.151 A 52.84.125.125 A 52.84.125.37"
"8353","2062812662.779191","10.11.1.3","p55-buy.itunes-apple.com.akadns.net","TCP","64","58327  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1059488776 TSecr=0 SACK_PERM=1"
"8354","2062812662.779227","p55-buy.itunes-apple.com.akadns.net","10.11.1.3","TCP","60","443  >  58327 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3220873084 TSecr=1059488776 WS=128"
"8355","2062812662.795282","10.11.1.3","dns.google","DNS","62","Standard query 0xd8f8 A itunes.apple.com"
"8356","2062812662.809025","10.11.1.3","p55-buy.itunes-apple.com.akadns.net","TCP","52","58327  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1059488807 TSecr=3220873084"
"8357","2062812662.813374","10.11.1.3","p55-buy.itunes-apple.com.akadns.net","TLSv1.2","569","Client Hello"
"8358","2062812662.813420","p55-buy.itunes-apple.com.akadns.net","10.11.1.3","TCP","52","443  >  58327 [ACK] Seq=1 Ack=518 Win=30080 Len=0 TSval=3220873093 TSecr=1059488811"
"8359","2062812662.816986","10.11.1.3","d2xn29sgz41atg.cloudfront.net","TCP","64","58328  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1059488811 TSecr=0 SACK_PERM=1"
"8360","2062812662.817025","d2xn29sgz41atg.cloudfront.net","10.11.1.3","TCP","60","443  >  58328 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3220873094 TSecr=1059488811 WS=128"
"8361","2062812662.840817","10.11.1.3","d2xn29sgz41atg.cloudfront.net","TCP","52","58328  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1059488837 TSecr=3220873094"
"8362","2062812662.844864","10.11.1.3","d2xn29sgz41atg.cloudfront.net","TLSv1.2","261","Client Hello"
"8363","2062812662.844896","d2xn29sgz41atg.cloudfront.net","10.11.1.3","TCP","52","443  >  58328 [ACK] Seq=1 Ack=210 Win=30080 Len=0 TSval=3220873101 TSecr=1059488841"
"8364","2062812662.873141","d2xn29sgz41atg.cloudfront.net","10.11.1.3","TLSv1.2","1280","Server Hello"
"8365","2062812662.873183","d2xn29sgz41atg.cloudfront.net","10.11.1.3","TLSv1.2","999","Certificate, Server Key Exchange, Server Hello Done"
"8366","2062812662.881363","dns.google","10.11.1.3","DNS","202","Standard query response 0xd8f8 A itunes.apple.com CNAME itunes-cdn.itunes-apple.com.akadns.net CNAME itunes.apple.com.edgekey.net CNAME e673.e9.akamaiedge.net A 23.40.30.202"
"8367","2062812662.897222","10.11.1.3","d2xn29sgz41atg.cloudfront.net","TCP","52","58328  >  443 [ACK] Seq=210 Ack=2176 Win=129216 Len=0 TSval=1059488893 TSecr=3220873108"
"8368","2062812662.908337","p55-buy.itunes-apple.com.akadns.net","10.11.1.3","TLSv1.2","1280","Server Hello"
"8369","2062812662.908379","p55-buy.itunes-apple.com.akadns.net","10.11.1.3","TCP","1280","443  >  58327 [ACK] Seq=1229 Ack=518 Win=30080 Len=1228 TSval=3220873117 TSecr=1059488811 [TCP segment of a reassembled PDU]"
"8370","2062812662.908395","p55-buy.itunes-apple.com.akadns.net","10.11.1.3","TCP","1280","443  >  58327 [ACK] Seq=2457 Ack=518 Win=30080 Len=1228 TSval=3220873117 TSecr=1059488811 [TCP segment of a reassembled PDU]"
"8371","2062812662.908409","p55-buy.itunes-apple.com.akadns.net","10.11.1.3","TLSv1.2","464","Certificate [TCP segment of a reassembled PDU]"
"8372","2062812662.909912","10.11.1.3","e673.e9.akamaiedge.net","TCP","64","58329  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1059488902 TSecr=0 SACK_PERM=1"
"8373","2062812662.909949","e673.e9.akamaiedge.net","10.11.1.3","TCP","60","443  >  58329 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3220873117 TSecr=1059488902 WS=128"
"8374","2062812662.934443","10.11.1.3","d2xn29sgz41atg.cloudfront.net","TLSv1.2","127","Client Key Exchange"
"8375","2062812662.934449","10.11.1.3","d2xn29sgz41atg.cloudfront.net","TLSv1.2","58","Change Cipher Spec"
"8376","-1486213303.130291","10.11.1.3","dns.google","DNS","78","Standard query 0xe3c7 A helpdancinglineios1.ksmobile.com"
"8377","-1486213303.134716","10.11.1.3","dns.google","DNS","78","Standard query 0x94e2 AAAA helpdancinglineios1.ksmobile.com"
"8378","-1486213303.150333","dns.google","10.11.1.3","DNS","264","Standard query response 0xe3c7 A helpdancinglineios1.ksmobile.com CNAME cm-infoc-1660724231.us-west-2.elb.amazonaws.com A 54.69.181.198 A 54.244.22.124 A 52.26.137.184 A 54.191.51.160 A 54.213.186.23 A 52.25.133.31 A 54.68.134.139 A 52.11.12.193"
"8379","-1486213303.178645","10.11.1.3","dns.google","DNS","64","Standard query 0xf077 A cgi.connect.qq.com"
"8380","-1486213303.178659","10.11.1.3","dns.google","DNS","93","Standard query 0x94e2 AAAA cm-infoc-1660724231.us-west-2.elb.amazonaws.com"
"8381","-1486213303.178667","10.11.1.3","dns.google","DNS","59","Standard query 0xa319 A fusion.qq.com"
"8382","-1486213303.188592","dns.google","10.11.1.3","DNS","171","Standard query response 0x94e2 AAAA cm-infoc-1660724231.us-west-2.elb.amazonaws.com SOA ns-332.awsdns-41.com"
"8383","-1486213303.228576","10.11.1.3","cm-infoc-1660724231.us-west-2.elb.amazonaws.com","TCP","64","[TCP Retransmission] 61316  >  80 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1071857594 TSecr=0 SACK_PERM=1"
"8384","-1486213303.228637","cm-infoc-1660724231.us-west-2.elb.amazonaws.com","10.11.1.3","TCP","60","[TCP Out-Of-Order] 80  >  61316 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3263459239 TSecr=1071857594 WS=128"
"8385","-1486213303.240519","dns.google","10.11.1.3","DNS","217","Standard query response 0x94e2 AAAA helpdancinglineios1.ksmobile.com CNAME cm-infoc-944117601.us-east-1.elb.amazonaws.com SOA ns-1119.awsdns-11.org"
"8386","-1486213303.244059","10.11.1.3","dns.google","DNS","63","Standard query 0xb851 A dbs.pushwoosh.com"
"8387","-1486213303.254190","dns.google","10.11.1.3","DNS","80","Standard query response 0xf077 A cgi.connect.qq.com A 203.205.151.21"
"8388","-1486213303.255061","dns.google","10.11.1.3","DNS","112","Standard query response 0xb851 A dbs.pushwoosh.com CNAME ha.pushwoosh.com A 88.198.212.155 A 88.198.212.150"
"8389","-1486213303.262233","10.11.1.3","cm-infoc-1660724231.us-west-2.elb.amazonaws.com","TCP","52","61316  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1071857619 TSecr=3263459239"
"8390","-1486213303.262249","10.11.1.3","cm-infoc-1660724231.us-west-2.elb.amazonaws.com","TCP","518","[TCP Retransmission] 61316  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131392 Len=466 TSval=1071857620 TSecr=3263459239"
"8391","-1486213303.262299","cm-infoc-1660724231.us-west-2.elb.amazonaws.com","10.11.1.3","TCP","52","80  >  61316 [ACK] Seq=1 Ack=467 Win=30080 Len=0 TSval=3263459247 TSecr=1071857620"
"8392","-1486213303.267350","10.11.1.3","dns.google","ICMP","56","Destination unreachable (Port unreachable)"
"8393","-1486213303.285247","10.11.1.3","cgi.connect.qq.com","TCP","64","[TCP Retransmission] 61317  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1071857651 TSecr=0 SACK_PERM=1"
"8394","-1486213303.285315","cgi.connect.qq.com","10.11.1.3","TCP","60","[TCP Out-Of-Order] 443  >  61317 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3263459253 TSecr=1071857651 WS=128"
"8395","-1486213303.292336","10.11.1.3","ha.pushwoosh.com","TCP","64","[TCP Out-Of-Order] 61318  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1071857655 TSecr=0 SACK_PERM=1"
"8396","-1486213303.292383","ha.pushwoosh.com","10.11.1.3","TCP","60","[TCP Out-Of-Order] 443  >  61318 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3263459255 TSecr=1071857655 WS=128"
"8397","-1486213303.308661","10.11.1.3","cgi.connect.qq.com","TCP","52","61317  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1071857675 TSecr=3263459253"
"8398","-1486213303.315558","10.11.1.3","cgi.connect.qq.com","TCP","259","[TCP Retransmission] 61317  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131392 Len=207 TSval=1071857677 TSecr=3263459253"
"8399","-1486213303.315613","cgi.connect.qq.com","10.11.1.3","TCP","52","443  >  61317 [ACK] Seq=1 Ack=208 Win=30080 Len=0 TSval=3263459261 TSecr=1071857677"
"8400","-1486213303.321218","10.11.1.3","ha.pushwoosh.com","TCP","52","61318  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1071857681 TSecr=3263459255"
"8401","-1534368477.727162","10.11.1.3","dns.google","DNS","70","Standard query 0x3bfe A settings.crashlytics.com"
"8402","-1534368477.729227","dns.google","10.11.1.3","DNS","269","Standard query response 0x3bfe A settings.crashlytics.com CNAME settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com A 54.235.131.113 A 54.235.140.155 A 54.235.112.229 A 54.235.132.211 A 54.235.206.123 A 54.235.187.126 A 54.227.238.230 A 54.235.190.67"
"8403","-1534368477.759749","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TCP","64","60633  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=1070036232 TSecr=0 SACK_PERM=1"
"8404","-1534368477.759792","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","10.11.1.3","TCP","60","443  >  60633 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3260747935 TSecr=1070036232 WS=128"
"8405","-1534368477.790638","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TCP","52","60633  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=1070036264 TSecr=3260747935"
"8406","-1534368477.794690","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TLSv1.2","286","Client Hello"
"8407","-1534368477.794727","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","10.11.1.3","TCP","52","443  >  60633 [ACK] Seq=1 Ack=235 Win=30080 Len=0 TSval=3260747943 TSecr=1070036267"
"8408","-1534368477.820581","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","10.11.1.3","TLSv1.2","1280","Server Hello"
"8409","-1534368477.820621","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","10.11.1.3","TLSv1.2","1009","Certificate, Server Key Exchange, Server Hello Done"
"8410","-1534368477.844628","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TCP","52","60633  >  443 [ACK] Seq=235 Ack=2186 Win=129184 Len=0 TSval=1070036319 TSecr=3260747950"
"8411","-1534368476.086119","10.11.1.3","dns.google","DNS","62","Standard query 0x0009 A m.quantcount.com"
"8412","-1534368476.086131","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TLSv1.2","127","Client Key Exchange"
"8413","-1534368476.086133","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TLSv1.2","58","Change Cipher Spec"
"8414","-1534368476.086135","10.11.1.3","settings-crashlytics-b-103974621.us-east-1.elb.amazonaws.com","TLSv1.2","97","Encrypted Handshake Message"
